Planet number, Real Period, Calculated Period, Period uncertainty, Result, Real t0, t0 calculated, t0 result, TLS outcome, G8 star
Planet D2.46,  242.03504273136912, 225.58389 d, 0.5335479774528977, Wrong Period,  155.8159613046046 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D2.47,  259.4314465305696, 360.69594 d, 1.5274417789435688, Wrong Period,  30.86163481635538 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.48,  273.4756680618314, 4.82069 d, 0.0010543936219278294, Wrong Period,  77.33487543452956 d, 4.77422 d, Wrong t0 value, Transit not found
Planet D2.49,  277.29286414065126, 364.98510 d, inf, Wrong Period,  276.90874053149435 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D2.50,  283.419218706651, 360.69594 d, 1.5942449285367957, Wrong Period,  202.2440955843523 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.51,  248.6896512886, 225.58389 d, 0.5335479774528977, Wrong Period,  153.211699534664 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D2.52,  279.77103559123697, 293.17996 d, 0.8584337237839463, Wrong Period,  53.61398932540429 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D2.53,  244.04084915747694, 360.03184 d, 1.331804136244699, Wrong Period,  138.36643649144057 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D2.54,  275.1647794549603, 321.05334 d, 0.4552330665913473, Wrong Period,  217.3758624207701 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D2.55,  295.4194555519756, 364.98510 d, inf, Wrong Period,  53.30106763449422 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D2.56,  281.7155349803678, 321.05334 d, 0.4552330665913473, Wrong Period,  113.55785260628736 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D2.57,  280.06274684637253, 2.04368 d, 0.00013432601097074226, Wrong Period,  84.67083912312239 d, 1.03212 d, Wrong t0 value, Transit not found
Planet D2.58,  259.2589019160409, 4.82069 d, 0.0008435640949762124, Wrong Period,  46.193469710629245 d, 4.77422 d, Wrong t0 value, Transit not found
Planet D2.59,  264.5899531929193, 360.69594 d, 1.5274417789435688, Wrong Period,  155.8861339357191 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.60,  241.97184006473356, 321.05334 d, 0.39842304509465976, Wrong Period,  48.78418422535718 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D2.61,  267.5219527854496, 321.05334 d, 0.4552330665913473, Wrong Period,  87.17518995888028 d, 87.37698 d, Correct t0 value, Transit not found
Planet D2.62,  282.18875097303015, 225.58389 d, 0.5335479774528977, Wrong Period,  73.88812841275048 d, 43.35625 d, Wrong t0 value, Transit not found
Planet D2.63,  265.56827601668306, 360.69594 d, 1.5274417789435688, Wrong Period,  158.614806814621 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.64,  269.2242737361556, 360.03184 d, 1.331804136244699, Wrong Period,  193.00231328225584 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D2.65,  228.6760594883048, 225.58389 d, 0.5335479774528977, Correct Period,  136.0437192014053 d, 43.31597 d, Wrong t0 value, Transit not found
Planet D2.66,  267.59239499484033, 364.98510 d, inf, Wrong Period,  227.9794253266577 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D2.67,  280.6478793707692, 4.82069 d, 0.0008435640949762124, Wrong Period,  110.0802737488368 d, 4.77422 d, Wrong t0 value, Transit not found
Planet D2.68,  234.30871722454415, 364.98510 d, inf, Wrong Period,  199.50709262444443 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D2.69,  285.92658710670224, 9.01951 d, 0.0019448380665956222, Wrong Period,  26.662496647563362 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D2.70,  282.7245246388218, 360.03184 d, 1.331804136244699, Wrong Period,  208.31034883761473 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D2.71,  242.86512718507913, 1.51466 d, 0.00022524314114069632, Wrong Period,  189.4608454823569 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D2.72,  276.08317861275026, 293.17996 d, 0.909138758049238, Wrong Period,  201.57138966464169 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D2.73,  289.7999259928995, 360.03184 d, 1.331804136244699, Wrong Period,  31.576756369754722 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D2.74,  296.44424528971336, 4.82069 d, 0.0008435640949762124, Wrong Period,  289.80060963469197 d, 4.77422 d, Wrong t0 value, Transit not found
Planet D2.75,  273.05914666890686, 360.69594 d, 1.5942449285367957, Wrong Period,  73.28399178713374 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.76,  226.08542617375664, 4.82069 d, 0.0008435640949762124, Wrong Period,  225.62590803985924 d, 4.77972 d, Wrong t0 value, Transit not found
Planet D2.77,  249.1368704205503, 9.01951 d, 0.0019448380665956222, Wrong Period,  198.86104215609288 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D2.78,  236.61718132115644, 4.82069 d, 0.0008435640949762124, Wrong Period,  121.13665977639356 d, 4.77972 d, Wrong t0 value, Transit not found
Planet D2.79,  230.4685527957564, 364.98510 d, inf, Wrong Period,  153.19862840423772 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D2.80,  280.47429215015046, 360.69594 d, 1.5942449285367957, Wrong Period,  58.74359320933064 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.81,  255.87303175100024, 9.01951 d, 0.0019448380665956222, Wrong Period,  229.0288402386886 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D2.82,  272.58169871572676, 9.01951 d, 0.0019448380665956222, Wrong Period,  227.8777350079998 d, 8.23336 d, Wrong t0 value, Transit not found
Planet D2.83,  272.74015288538743, 9.01951 d, 0.0019448380665956222, Wrong Period,  71.08484848479138 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D2.84,  251.0847612590176, 4.82069 d, 0.0008435640949762124, Wrong Period,  222.49251420346923 d, 4.77972 d, Wrong t0 value, Transit not found
Planet D2.85,  268.71170910082736, 225.58389 d, 0.5335479774528977, Wrong Period,  211.5510430820854 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D2.86,  248.7742302478211, 225.58389 d, 0.5335479774528977, Wrong Period,  134.9245439242954 d, 43.52080 d, Wrong t0 value, Transit not found
Planet D2.87,  295.0654908293859, 293.17996 d, 0.9598670915529226, Correct Period,  254.61399138644103 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D2.88,  297.5688151812018, 320.93951 d, 0.4552330665913473, Wrong Period,  206.42381330809297 d, 87.45153 d, Wrong t0 value, Transit not found
Planet D2.89,  254.01738425041773, 321.05334 d, 0.4552330665913473, Wrong Period,  21.675574910744878 d, 87.43181 d, Wrong t0 value, Transit not found
Planet D2.90,  262.814638488777, 364.98510 d, inf, Wrong Period,  131.8441854545876 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D2.91,  297.24038071969085, 320.93951 d, 0.4552330665913473, Wrong Period,  149.9833812826729 d, 87.45153 d, Wrong t0 value, Transit not found
Planet D2.92,  273.91385718065555, 360.69594 d, 1.5942449285367957, Wrong Period,  44.51315480245453 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.93,  276.6719158872836, 364.98510 d, inf, Wrong Period,  109.9446383227053 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D2.94,  274.7561573271827, 293.17996 d, 0.909138758049238, Wrong Period,  163.34582893415404 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D2.95,  258.50139466263283, 360.69594 d, 1.5274417789435688, Wrong Period,  79.81142472798598 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.96,  270.85590781883985, 1.51466 d, 0.00022524314114069632, Wrong Period,  176.12842394882756 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D2.97,  296.3665655971296, 9.01951 d, 0.0019448380665956222, Wrong Period,  81.10136544936643 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D2.98,  225.7362521618822, 360.03184 d, 1.331804136244699, Wrong Period,  211.7998510124511 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D2.99,  252.34564947379812, 360.69594 d, 1.5274417789435688, Wrong Period,  212.15367285825775 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D2.100,  235.6606888726041, 1.51466 d, 0.00013513516619534371, Wrong Period,  80.23847008146592 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D3.1,  276.07412510345506, 9.01951 d, 0.0019448380665956222, Wrong Period,  214.15818187804834 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D3.2,  236.3881693952624, 360.03184 d, 1.331804136244699, Wrong Period,  159.84868770244066 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.3,  232.86494863400694, 360.03184 d, 1.331804136244699, Wrong Period,  121.54590005333331 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.4,  257.5141389719901, 4.82069 d, 0.0008435640949762124, Wrong Period,  219.1103313330625 d, 4.77972 d, Wrong t0 value, Transit not found
Planet D3.5,  262.42144991944866, 360.69594 d, 1.5274417789435688, Wrong Period,  180.61319810236944 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D3.6,  295.16116104708743, 225.58389 d, 0.5335479774528977, Wrong Period,  256.2353468862202 d, 43.35625 d, Wrong t0 value, Transit not found
Planet D3.7,  229.83513267242571, 321.05334 d, 0.39842304509465976, Wrong Period,  116.97861001485232 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D3.8,  272.09666498605634, 9.01951 d, 0.0019448380665956222, Wrong Period,  177.93986231963137 d, 8.23151 d, Wrong t0 value, Transit not found
Planet D3.9,  287.2993408146463, 360.03184 d, 1.331804136244699, Wrong Period,  198.49462835448506 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.10,  242.09785757792034, 4.82069 d, 0.0008435640949762124, Wrong Period,  66.19385975693716 d, 4.77996 d, Wrong t0 value, Transit not found
Planet D3.11,  268.6841886310378, 203.52731 d, 0.5582897573698489, Wrong Period,  12.337704913840716 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.12,  260.86205260701405, 360.03184 d, 1.331804136244699, Wrong Period,  141.79523986421654 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.13,  299.9002721093625, 364.98510 d, inf, Wrong Period,  151.36003436969378 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D3.14,  283.12996125174755, 9.01951 d, 0.0019448380665956222, Wrong Period,  233.32705040175662 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D3.15,  262.58748219972796, 360.69594 d, 1.5274417789435688, Wrong Period,  240.8614926973943 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D3.16,  272.70042559189193, 225.58389 d, 0.5335479774528977, Wrong Period,  191.20209083878234 d, 43.35625 d, Wrong t0 value, Transit not found
Planet D3.17,  234.77216923342664, 203.52731 d, 0.5580630061362086, Wrong Period,  228.45265008628922 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.18,  280.4417657350371, 9.01951 d, 0.0019448380665956222, Wrong Period,  48.66503631245044 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D3.19,  293.92823896796153, 293.17996 d, 0.9598670915529226, Correct Period,  52.3161578591433 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.20,  288.6977234227155, 1.51466 d, 0.00013513516619534371, Wrong Period,  222.58793230137601 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D3.21,  279.2453509413011, 364.98510 d, inf, Wrong Period,  140.10006607879097 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D3.22,  243.9190394561294, 203.52731 d, 0.5891863529204926, Wrong Period,  72.97960957029065 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.23,  291.6207833496749, 203.52731 d, 0.5894257623383936, Wrong Period,  115.6266853810638 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.24,  299.96989623998843, 364.98510 d, inf, Wrong Period,  275.53268303753913 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D3.25,  246.92951255450362, 203.52731 d, 0.5891863529204926, Wrong Period,  52.59317235703895 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.26,  298.1302296630876, 225.58389 d, 0.5335479774528977, Wrong Period,  159.00475243759558 d, 43.35625 d, Wrong t0 value, Transit not found
Planet D3.27,  268.70601847774407, 1.51466 d, 0.00022524314114069632, Wrong Period,  259.50556056006565 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D3.28,  257.5890514604218, 364.98510 d, inf, Wrong Period,  3.68988383396175 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D3.29,  257.65577250514525, 9.01951 d, 0.0019448380665956222, Wrong Period,  166.71117783191832 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D3.30,  253.06463494428417, 203.52731 d, 0.5582897573698489, Wrong Period,  157.56455143713563 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.31,  260.09777800954686, 225.58389 d, 0.5335479774528977, Wrong Period,  117.55507297302314 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D3.32,  259.19000959484896, 360.69594 d, 1.5274417789435688, Wrong Period,  82.43388500721393 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D3.33,  239.55928353645132, 9.01951 d, 0.0019448380665956222, Wrong Period,  193.2243887004904 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D3.34,  242.09392400608638, 203.52731 d, 0.5891863529204926, Wrong Period,  129.16952709173611 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.35,  261.5881244668564, 360.03184 d, 1.331804136244699, Wrong Period,  62.45803646670709 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.36,  291.7512282219092, 321.05334 d, 0.4552330665913473, Wrong Period,  151.11702731239816 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D3.37,  267.6839618707101, 203.52731 d, 0.5582897573698489, Wrong Period,  52.805608901657536 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.38,  236.53013828062828, 293.17996 d, 0.8584337237839463, Wrong Period,  209.58239598389557 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.39,  232.80014840598116, 293.17996 d, 0.8584337237839463, Wrong Period,  209.8232078085704 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.40,  248.29196740935956, 360.03184 d, 1.331804136244699, Wrong Period,  33.690593583505944 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.41,  238.31843704648296, 360.03184 d, 1.331804136244699, Wrong Period,  195.3510591140612 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.42,  236.11207377453087, 360.56299 d, 1.5274417789435688, Wrong Period,  170.85752921477368 d, 134.13198 d, Wrong t0 value, Transit not found
Planet D3.43,  261.21808971009347, 293.17996 d, 0.858827771958147, Wrong Period,  76.04979456384086 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.44,  264.1450524366578, 225.58389 d, 0.5335479774528977, Wrong Period,  0.8387598438103728 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D3.45,  250.1815574016009, 321.05334 d, 0.39842304509465976, Wrong Period,  172.7104172893063 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D3.46,  270.02980425346533, 360.69594 d, 1.5942449285367957, Wrong Period,  185.73263852031448 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D3.47,  269.23882151386795, 321.05334 d, 0.4552330665913473, Wrong Period,  234.36678529348512 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D3.48,  246.05267445529427, 321.05334 d, 0.39842304509465976, Wrong Period,  214.10412805694222 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D3.49,  268.41307050957715, 360.03184 d, 1.331804136244699, Wrong Period,  60.01017302495438 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.50,  254.66155717369196, 293.17996 d, 0.8584337237839463, Wrong Period,  142.43359161601856 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.51,  226.27933963357643, 4.82069 d, 0.0008435640949762124, Wrong Period,  178.2210170036998 d, 4.77972 d, Wrong t0 value, Transit not found
Planet D3.52,  262.43774805437965, 360.69594 d, 1.5274417789435688, Wrong Period,  190.13406612981188 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D3.53,  263.62175837920483, 2.04368 d, 0.00013432601097074226, Wrong Period,  101.22477704250063 d, 1.03212 d, Wrong t0 value, Transit not found
Planet D3.54,  296.2002644847034, 9.01951 d, 0.0019448380665956222, Wrong Period,  257.81638342992136 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D3.55,  231.21548914463705, 225.58389 d, 0.5692376524627605, Wrong Period,  37.423735668060324 d, 43.30485 d, Wrong t0 value, Transit not found
Planet D3.56,  289.39664016909796, 293.17996 d, 0.909138758049238, Correct Period,  29.510284336049835 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.57,  238.422297556178, 203.52731 d, 0.5580630061362086, Wrong Period,  156.47228659821792 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.58,  225.53763053067493, 225.58389 d, 0.5335479774528977, Correct Period,  208.96435148835374 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D3.59,  275.1118153473228, 360.03184 d, 1.331804136244699, Wrong Period,  2.634403972815537 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.60,  237.36516681481177, 4.82069 d, 0.0008435640949762124, Wrong Period,  203.4658034462097 d, 4.77996 d, Wrong t0 value, Transit not found
Planet D3.61,  299.83691579941967, 9.01951 d, 0.0019448380665956222, Wrong Period,  39.11946312506669 d, 8.23633 d, Wrong t0 value, Transit not found
Planet D3.62,  258.4040679157053, 203.52731 d, 0.5582897573698489, Wrong Period,  115.48408085867598 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.63,  290.970630572345, 321.05334 d, 0.4552330665913473, Wrong Period,  111.85658579661843 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D3.64,  251.47929171510967, 360.03184 d, 1.331804136244699, Wrong Period,  148.1618414631925 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.65,  244.74629491501415, 360.56299 d, 1.5274417789435688, Wrong Period,  92.77824517960195 d, 134.13198 d, Wrong t0 value, Transit not found
Planet D3.66,  274.7898211941175, 364.98510 d, inf, Wrong Period,  10.64279107929606 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D3.67,  253.4937175740809, 203.52731 d, 0.5582897573698489, Wrong Period,  233.85306344682266 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.68,  267.71440660910184, 203.52731 d, 0.5582897573698489, Wrong Period,  70.6618627249438 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.69,  297.80728967344766, 360.69594 d, 1.5942449285367957, Wrong Period,  28.032656073953476 d, 133.95253 d, Wrong t0 value, Transit not found
Planet D3.70,  256.37028658357156, 360.69594 d, 1.5274417789435688, Wrong Period,  144.89530334619457 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D3.71,  229.7467008802159, 364.98510 d, inf, Wrong Period,  188.76721179508115 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D3.72,  261.4186744515247, 225.58389 d, 0.5692376524627605, Wrong Period,  7.467709141456866 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D3.73,  265.8692602951952, 293.17996 d, 0.8584337237839463, Wrong Period,  76.77210661377752 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.74,  231.58846095954843, 203.52731 d, 0.5580630061362086, Wrong Period,  195.8849077585593 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.75,  225.03812960561112, 203.52731 d, 0.5580630061362086, Wrong Period,  112.782686078554 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D3.76,  285.30718516032505, 225.58389 d, 0.5335479774528977, Wrong Period,  93.94577509363576 d, 43.35625 d, Wrong t0 value, Transit not found
Planet D3.77,  240.96811948274217, 293.17996 d, 0.8584337237839463, Wrong Period,  228.77210394997786 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.78,  291.4055523198684, 360.03184 d, 1.331804136244699, Wrong Period,  260.7683351859563 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.79,  293.4600466957756, 360.03184 d, 1.331804136244699, Wrong Period,  39.664354798402265 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.80,  293.5612498352322, 24.23642 d, 0.007265473466858907, Wrong Period,  101.66676142074314 d, 10.22165 d, Wrong t0 value, Transit not found
Planet D3.81,  289.8881159610046, 9.01951 d, 0.0019448380665956222, Wrong Period,  163.32594887934755 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D3.82,  257.11182578853493, 360.03184 d, 1.331804136244699, Wrong Period,  170.47437667017587 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.83,  251.07126632645748, 293.17996 d, 0.8584337237839463, Wrong Period,  149.0075690574173 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D3.84,  248.80522781697962, 360.56299 d, 1.5274417789435688, Wrong Period,  199.91643741739873 d, 134.13198 d, Wrong t0 value, Transit not found
Planet D3.85,  275.5371492069007, 364.98510 d, inf, Wrong Period,  231.70009699006647 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D3.86,  268.67043568851955, 1.51466 d, 0.00013513516619534371, Wrong Period,  95.59171167570905 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D3.87,  269.4732874592272, 292.97830 d, 0.8584337237839463, Wrong Period,  95.07461247477949 d, 44.54202 d, Wrong t0 value, Transit not found
Planet D3.88,  257.9737230977795, 360.03184 d, 1.331804136244699, Wrong Period,  223.31707882315945 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D3.89,  228.50017577345486, 1.51466 d, 0.00013513516619534371, Wrong Period,  56.26007604275563 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D3.90,  252.4923465657576, 4.82069 d, 0.0008435640949762124, Wrong Period,  82.24143971198582 d, 4.77422 d, Wrong t0 value, Transit not found
Planet D3.91,  246.0376484515139, 360.56299 d, 1.5274417789435688, Wrong Period,  18.22955523406229 d, 134.13198 d, Wrong t0 value, Transit not found
Planet D3.92,  250.4804256611368, 4.82069 d, 0.0008435640949762124, Wrong Period,  141.6502978651561 d, 4.77996 d, Wrong t0 value, Transit not found
Planet D3.93,  296.63357853704457, 9.01951 d, 0.0019448380665956222, Wrong Period,  184.2530718151122 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D3.94,  260.9993843333509, 1.51466 d, 0.00022524314114069632, Wrong Period,  124.79957517117691 d, 0.56880 d, Wrong t0 value, Transit not found
Planet D3.95,  283.3875905362272, 360.69594 d, 1.5942449285367957, Wrong Period,  278.7131999731424 d, 133.98114 d, Wrong t0 value, Transit not found
Planet D3.96,  230.37234735516623, 1.51466 d, 0.00022524314114069632, Wrong Period,  33.49531165256487 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D3.97,  247.15626739491336, 4.82069 d, 0.0008435640949762124, Wrong Period,  68.60988829038267 d, 4.77996 d, Wrong t0 value, Transit not found
Planet D3.98,  281.12851676141963, 1.51466 d, 0.00022524314114069632, Wrong Period,  280.9819981972653 d, 0.62009 d, Wrong t0 value, Transit not found
Planet D3.99,  232.207433705572, 321.05334 d, 0.39842304509465976, Wrong Period,  38.69209918634517 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D3.100,  228.29296278487882, 203.52731 d, 0.5580630061362086, Wrong Period,  188.4435304479571 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D4.1,  290.96031160909865, 293.17996 d, 0.909138758049238, Correct Period,  10.077831710863462 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D4.2,  257.99036530782416, 4.82069 d, 0.0008435640949762124, Wrong Period,  221.1986256840661 d, 4.77996 d, Wrong t0 value, Transit not found
Planet D4.3,  267.6684559203969, 225.58389 d, 0.5335479774528977, Wrong Period,  82.84906037108209 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D4.4,  262.559181368485, 203.52731 d, 0.5582897573698489, Wrong Period,  114.60641286492437 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D4.5,  272.0737295127763, 293.17996 d, 0.909138758049238, Wrong Period,  53.24100456606453 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D4.6,  262.5031593046542, 4.82069 d, 0.0008435640949762124, Wrong Period,  106.60325748195076 d, 0.83096 d, Wrong t0 value, Transit not found
Planet D4.7,  251.07025813946487, 4.82069 d, 0.0008435640949762124, Wrong Period,  22.06908091055712 d, 4.77996 d, Wrong t0 value, Transit not found
Planet D4.8,  255.32998231158854, 4.82069 d, 0.0008435640949762124, Wrong Period,  214.11473804176737 d, 0.83116 d, Wrong t0 value, Transit not found
Planet D4.9,  284.6375684958771, 9.01951 d, 0.0019448380665956222, Wrong Period,  212.41602056279243 d, 8.19741 d, Wrong t0 value, Transit not found
Planet D4.10,  237.82501898292648, 203.52731 d, 0.5580630061362086, Wrong Period,  155.98270271644301 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D4.11,  276.02033460327704, 360.03184 d, 1.331804136244699, Wrong Period,  268.13179876012225 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D4.12,  276.5369256249595, 225.58389 d, 0.5335479774528977, Wrong Period,  55.14336048712015 d, 43.35625 d, Wrong t0 value, Transit not found
Planet D4.13,  277.681418601029, 360.03184 d, 1.331804136244699, Wrong Period,  266.3906780844141 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D4.14,  264.224734995355, 321.05334 d, 0.4552330665913473, Wrong Period,  65.33734811326744 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D4.15,  293.5279149468976, 364.98510 d, inf, Wrong Period,  135.92925391004607 d, 363.69710 d, Wrong t0 value, Transit not found
Planet D4.16,  281.84337431494066, 4.82069 d, 0.0008435640949762124, Wrong Period,  201.5286331935456 d, 4.77422 d, Wrong t0 value, Transit not found
Planet D4.17,  250.73686604856448, 360.56299 d, 1.5274417789435688, Wrong Period,  68.84362562098553 d, 134.13198 d, Wrong t0 value, Transit not found
Planet D4.18,  234.08852161078588, 4.82069 d, 0.0008435640949762124, Wrong Period,  154.95408431269897 d, 4.77972 d, Wrong t0 value, Transit not found
Planet D4.19,  285.16609673376945, 225.58389 d, 0.5335479774528977, Wrong Period,  109.56614685738286 d, 43.35625 d, Wrong t0 value, Transit not found
Planet D4.20,  261.0943882083187, 203.52731 d, 0.5582897573698489, Wrong Period,  130.34775924118048 d, 179.03369 d, Wrong t0 value, Transit not found
Planet D4.21,  248.60182647649356, 321.05334 d, 0.39842304509465976, Wrong Period,  190.34641437925168 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D4.22,  299.24765683452375, 293.17996 d, 0.9598670915529226, Wrong Period,  155.61252832928585 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D4.23,  228.18430785366823, 360.56299 d, 1.5274417789435688, Wrong Period,  156.35911129424272 d, 134.13198 d, Wrong t0 value, Transit not found
Planet D4.24,  251.86935590810464, 360.03184 d, 1.331804136244699, Wrong Period,  139.4479597682432 d, 359.88397 d, Wrong t0 value, Transit not found
Planet D4.25,  245.92234463008262, 225.58389 d, 0.5335479774528977, Wrong Period,  34.497355287740554 d, 43.48286 d, Wrong t0 value, Transit not found
Planet D4.26,  294.77171136457866, 293.17996 d, 0.9598670915529226, Correct Period,  95.52122194680061 d, 44.34373 d, Wrong t0 value, Transit not found
Planet D4.27,  295.7528929986827, 203.58933 d, 0.5894257623383936, Wrong Period,  260.3921414062645 d, 179.02364 d, Wrong t0 value, Transit not found
Planet D4.28,  238.41876775507464, 321.05334 d, 0.39842304509465976, Wrong Period,  178.87514605617042 d, 87.44296 d, Wrong t0 value, Transit not found
Planet D4.29,  257.19851148417496, 360.69594 d, 1.5274417789435688, Wrong Period,  91.6648314264277 d, 133.98114 d, Wrong t0 value, Transit not found
